target_id,target_name,latitude_deg,longitude_deg,priority,release_step,deadline_step,duration,required_mode,required_resolution_m,required_swath_km,min_sun_elevation_deg,energy_cost,original_data_mb,compression_ratio,cooperation_mode,required_observers,max_coordination_gap_steps
train_001181,Train-Target-001181,3.78167073,-176.45203839,7,133,200,1,infrared,24.3500,119.6499,-90.0,6.1046,53.8325,0.269719,single,1,120
train_000194,Train-Target-000194,23.88629011,-174.41646811,5,125,239,1,sar,15.4402,94.8319,-90.0,5.7469,89.1234,0.357484,sequential,2,120
train_002171,Train-Target-002171,-7.86554598,172.19406114,1,48,149,1,optical,3.7909,22.5501,8.0,8.1850,56.4617,0.307103,simultaneous,2,120
train_000530,Train-Target-000530,16.57284616,141.72488173,4,127,195,1,optical,4.1884,32.0741,8.0,6.4842,79.8644,0.446532,simultaneous,2,120
train_001899,Train-Target-001899,2.82129239,166.97318584,2,68,171,1,optical,6.9736,45.7861,8.0,7.6785,54.7415,0.329401,single,1,120
train_000471,Train-Target-000471,-41.93009687,156.04955254,7,21,76,1,optical,4.4022,42.7761,8.0,5.8930,76.5636,0.419734,single,1,120
train_001570,Train-Target-001570,37.24037579,-149.78272106,6,55,154,1,optical,8.1972,16.9020,8.0,7.9855,69.8727,0.360485,sequential,2,120
train_001600,Train-Target-001600,-21.91368845,-86.31020417,2,70,221,1,optical,8.1867,38.7250,8.0,4.5189,46.3944,0.265750,single,1,120
train_000006,Train-Target-000006,45.23898044,-41.12392058,3,35,173,1,optical,5.4327,61.4161,8.0,6.7508,48.7944,0.229164,single,1,120
train_001262,Train-Target-001262,28.84765958,-85.46682282,6,31,134,1,optical,9.2337,44.2576,8.0,5.2254,33.3086,0.231084,single,1,120
train_001196,Train-Target-001196,-31.02534028,42.07453100,8,94,149,1,optical,4.6112,11.0639,8.0,5.4453,70.3622,0.244275,single,1,120
train_001225,Train-Target-001225,-4.78764927,-123.31628964,7,86,187,1,optical,7.5461,41.5503,8.0,4.7533,34.2215,0.250191,simultaneous,2,120
train_002525,Train-Target-002525,17.90579646,109.61212406,7,77,182,1,sar,15.2716,53.4910,-90.0,5.6940,72.7531,0.248705,single,1,120
train_001291,Train-Target-001291,40.07927789,92.12226267,1,14,139,1,optical,4.3020,20.3515,8.0,7.1152,60.6069,0.184299,single,1,120
train_000392,Train-Target-000392,37.75709017,-30.67181147,6,136,202,1,optical,9.7322,48.3638,8.0,5.7749,54.4038,0.334241,sequential,2,120
train_002350,Train-Target-002350,46.88474516,22.44692012,7,37,111,1,optical,3.5832,52.5975,8.0,5.7570,30.0775,0.328800,single,1,120
train_001280,Train-Target-001280,28.20551680,65.54722842,8,49,159,1,optical,5.9021,33.2409,8.0,4.5057,34.2143,0.441704,sequential,2,120
train_001294,Train-Target-001294,11.95447354,-133.25627040,1,121,205,1,sar,21.5887,93.2197,-90.0,5.9431,78.9632,0.296102,single,1,120
train_002339,Train-Target-002339,-5.96500008,-152.72883131,10,47,156,1,sar,21.1844,44.2596,-90.0,7.9539,81.8955,0.252312,single,1,120
train_001163,Train-Target-001163,-27.20555140,-136.95956630,7,88,154,1,sar,14.8938,45.5726,-90.0,7.8813,20.7345,0.282558,simultaneous,2,120
train_000271,Train-Target-000271,-34.30998843,-49.87540386,4,138,194,1,optical,3.2737,58.8647,8.0,7.0137,58.4473,0.274752,single,1,120
train_002416,Train-Target-002416,-6.68600662,-15.12258592,8,21,128,1,optical,2.1254,52.2349,8.0,6.4136,82.4939,0.257728,single,1,120
train_001336,Train-Target-001336,-24.19972940,-109.01501145,10,60,217,1,optical,8.4889,55.6378,8.0,6.7318,88.6456,0.374156,single,1,120
train_000539,Train-Target-000539,-62.14028561,158.15031003,1,83,183,1,optical,7.0007,46.9587,8.0,7.2104,80.5026,0.325089,single,1,120
train_003065,Train-Target-003065,-73.18890047,-11.23529459,10,2,161,1,optical,4.5271,44.1919,8.0,8.3348,81.7489,0.402566,single,1,120
train_000868,Train-Target-000868,23.90221833,59.21248509,2,33,101,1,optical,5.3981,31.2246,8.0,7.1860,68.9835,0.371839,single,1,120
train_000295,Train-Target-000295,-29.20734026,9.14230004,5,137,235,1,optical,6.6150,61.1005,8.0,6.9747,21.8266,0.385958,sequential,2,120
train_002938,Train-Target-002938,-39.31103137,151.45866643,6,58,165,1,optical,4.8137,61.7232,8.0,6.7183,86.1802,0.250820,sequential,2,120
train_000259,Train-Target-000259,-37.91263331,18.71071442,4,62,215,1,infrared,36.5202,77.6654,-90.0,4.5768,52.8347,0.273042,sequential,2,120
train_002403,Train-Target-002403,-30.59863073,-104.33269485,10,97,146,1,optical,7.5224,27.4870,8.0,5.5298,34.7916,0.220424,simultaneous,2,120
train_000186,Train-Target-000186,-41.25686808,-47.41058089,1,29,91,1,optical,9.4620,38.1040,8.0,5.7172,87.6315,0.436728,single,1,120
train_000226,Train-Target-000226,2.87962717,-77.02587393,8,50,203,1,optical,4.3235,16.0132,8.0,7.5883,64.6081,0.285389,sequential,2,120
train_001003,Train-Target-001003,10.35813155,156.90170097,9,92,239,1,optical,4.7608,48.2453,8.0,5.0209,53.2871,0.269059,single,1,120
train_001859,Train-Target-001859,7.97058880,-107.27273205,6,73,130,1,optical,8.4117,48.6500,8.0,8.0637,41.9158,0.231897,single,1,120
train_002202,Train-Target-002202,-35.24558265,-159.83219552,5,71,212,1,optical,8.3296,33.4322,8.0,7.9043,21.5532,0.218044,single,1,120
train_000130,Train-Target-000130,0.56591534,58.57917728,7,30,151,1,sar,19.8549,102.9309,-90.0,4.6855,76.8466,0.207000,single,1,120
train_002768,Train-Target-002768,-40.31704243,-24.20394760,6,14,161,1,optical,3.9163,13.7209,8.0,7.1358,38.2795,0.369243,sequential,2,120
train_000088,Train-Target-000088,26.12820241,-24.39752518,3,72,207,1,optical,8.9135,12.6589,8.0,6.7987,44.6718,0.376165,sequential,2,120
train_001232,Train-Target-001232,27.23834046,2.52551696,6,76,124,1,sar,21.7033,38.9343,-90.0,5.6806,73.2053,0.354036,sequential,2,120
train_001982,Train-Target-001982,-4.18136301,13.77582441,10,24,82,1,optical,5.7898,14.9531,8.0,4.9569,66.0191,0.197837,simultaneous,2,120
train_000100,Train-Target-000100,41.00808303,-18.04297578,5,44,176,1,sar,19.9696,25.7960,-90.0,8.0934,88.7275,0.305789,simultaneous,2,120
train_000611,Train-Target-000611,-6.30637757,-175.99729578,7,55,118,1,optical,2.4818,31.1964,8.0,5.2386,33.6984,0.200262,sequential,2,120
train_002958,Train-Target-002958,17.05444438,94.64448912,3,101,194,1,sar,13.6337,35.2637,-90.0,5.7982,58.6563,0.260861,single,1,120
train_000027,Train-Target-000027,17.41706868,165.58264381,5,168,224,1,optical,9.7821,38.1327,8.0,6.9705,61.3346,0.396094,single,1,120
train_001877,Train-Target-001877,2.01627952,48.24472559,4,30,186,1,infrared,20.7996,46.5558,-90.0,5.6887,35.5212,0.402771,sequential,2,120
train_002572,Train-Target-002572,24.83694890,-7.01564287,4,63,193,1,optical,5.5729,59.2532,8.0,7.1227,71.9322,0.375537,single,1,120
train_000249,Train-Target-000249,-13.94974366,-102.54642217,2,31,158,1,optical,9.7699,46.1650,8.0,8.1701,72.2464,0.297188,single,1,120
train_000656,Train-Target-000656,19.54192561,-146.42910360,1,149,195,1,optical,6.5378,53.9209,8.0,7.0882,32.1137,0.264767,single,1,120
train_001012,Train-Target-001012,11.18697763,-65.11390132,6,70,197,1,optical,2.1047,27.6975,8.0,5.7812,24.9890,0.353398,single,1,120
train_001622,Train-Target-001622,-2.76289633,64.62176143,3,127,169,1,optical,6.0232,42.5069,8.0,7.0747,25.0040,0.228197,single,1,120
train_001742,Train-Target-001742,28.86221995,-35.86360471,6,26,136,1,sar,13.8220,33.8868,-90.0,8.3217,21.7914,0.342419,single,1,120
train_002472,Train-Target-002472,18.32007243,73.53231753,8,59,123,1,optical,2.7920,46.7076,8.0,6.8070,75.7532,0.223895,single,1,120
train_002741,Train-Target-002741,-26.23409571,44.67553489,2,98,218,1,infrared,35.6551,88.1908,-90.0,7.8837,39.3151,0.267919,single,1,120
train_002242,Train-Target-002242,36.39780027,67.49350645,6,51,138,1,sar,13.2978,72.5090,-90.0,8.1767,46.4463,0.309494,single,1,120
train_002422,Train-Target-002422,38.99376933,-34.51602124,10,71,137,1,optical,3.8700,19.9433,8.0,7.1314,41.5090,0.290860,single,1,120
train_000911,Train-Target-000911,82.77430723,18.94703373,7,3,53,1,optical,2.9925,43.6991,8.0,5.5711,72.4221,0.326274,single,1,120
train_000089,Train-Target-000089,60.79397874,-51.17885707,2,58,166,1,sar,14.7868,86.7114,-90.0,5.9237,33.3355,0.182656,sequential,2,120
train_000166,Train-Target-000166,-79.58450361,39.15854766,7,110,210,1,sar,20.9905,37.1630,-90.0,6.1672,57.5088,0.288692,single,1,120
train_001463,Train-Target-001463,51.14808660,36.97457486,9,114,235,1,sar,12.4403,52.1270,-90.0,5.1124,71.5674,0.428225,sequential,2,120
train_000982,Train-Target-000982,2.24049551,-123.43069349,6,74,206,1,optical,6.7001,15.1044,8.0,4.9815,21.2194,0.278349,sequential,2,120
train_002871,Train-Target-002871,-26.08930693,110.59453874,4,73,186,1,sar,8.1035,42.4011,-90.0,5.0487,86.5619,0.271417,simultaneous,2,120
train_002757,Train-Target-002757,29.93208115,-162.97791685,9,33,108,1,sar,18.5550,109.7543,-90.0,5.6610,59.6746,0.389333,single,1,120
train_000753,Train-Target-000753,1.45190435,164.51702053,5,67,224,1,optical,3.5919,64.4264,8.0,6.5181,80.9390,0.382005,sequential,2,120
train_002129,Train-Target-002129,-42.42940099,-117.81799262,9,194,237,1,optical,5.6789,55.5504,8.0,6.2591,82.9609,0.401648,single,1,120
train_001557,Train-Target-001557,-1.91920854,0.85172400,1,75,149,1,sar,11.0129,72.5974,-90.0,8.0400,73.0075,0.191756,single,1,120
train_001896,Train-Target-001896,-17.53756020,-163.81856730,6,74,233,1,optical,6.8881,30.8164,8.0,6.4099,57.2021,0.309578,single,1,120
train_001174,Train-Target-001174,6.77247769,46.90566881,2,118,184,1,infrared,22.2113,105.5072,-90.0,5.3216,83.5229,0.183372,sequential,2,120
train_001885,Train-Target-001885,16.97504501,-56.35726546,3,82,177,1,infrared,34.0432,49.8199,-90.0,5.0865,31.9868,0.289521,single,1,120
train_001863,Train-Target-001863,22.16296794,164.46466221,7,56,101,1,sar,12.2945,78.4478,-90.0,6.2807,89.5863,0.373425,single,1,120
train_000639,Train-Target-000639,-29.56390882,79.01553956,5,77,150,1,optical,4.8333,62.3390,8.0,7.1948,41.7738,0.422938,sequential,2,120
train_002148,Train-Target-002148,-29.99111325,-84.68038036,5,48,113,1,optical,9.2305,48.7681,8.0,6.1624,41.2639,0.303446,sequential,2,120
train_002297,Train-Target-002297,60.39306647,44.24644169,5,69,201,1,optical,8.9562,20.2703,8.0,8.0723,66.1071,0.350910,single,1,120
train_002664,Train-Target-002664,41.66680065,-115.32347847,10,81,124,1,sar,13.8799,43.8141,-90.0,7.1388,62.6744,0.214298,sequential,2,120
train_002293,Train-Target-002293,-15.64776773,4.06303013,7,162,206,1,optical,4.0644,35.4715,8.0,4.7821,62.9226,0.343316,single,1,120
train_000033,Train-Target-000033,-0.69945047,137.82107413,2,93,193,1,optical,8.6325,29.5759,8.0,8.2365,28.7993,0.376683,single,1,120
train_002837,Train-Target-002837,30.87199746,-165.33165182,2,25,159,1,infrared,26.8067,109.5615,-90.0,8.0297,37.6466,0.253929,single,1,120
train_000599,Train-Target-000599,-68.61823844,21.61118426,5,169,239,1,optical,9.2039,31.5390,8.0,6.5515,66.4435,0.195888,sequential,2,120
train_001618,Train-Target-001618,-24.02673343,-119.82062295,6,101,224,1,optical,9.7365,52.3010,8.0,8.3493,86.9948,0.430514,single,1,120
train_001970,Train-Target-001970,50.32040086,-78.05221999,10,41,178,1,optical,7.4496,55.2146,8.0,7.0252,33.5917,0.294711,single,1,120
train_000669,Train-Target-000669,31.60072528,58.34917320,8,76,191,1,optical,9.4171,57.9181,8.0,7.8005,50.5958,0.219331,single,1,120
train_000283,Train-Target-000283,-54.54371013,5.93205011,4,96,193,1,sar,8.0893,57.5548,-90.0,6.2091,42.0313,0.364214,single,1,120
train_001293,Train-Target-001293,6.07819117,103.07395011,2,43,149,1,optical,7.3247,11.3625,8.0,5.6077,50.6623,0.297975,sequential,2,120
train_001123,Train-Target-001123,-0.09837304,172.88667921,8,45,196,1,sar,8.9140,51.4021,-90.0,6.9183,55.6733,0.218653,sequential,2,120
train_000200,Train-Target-000200,14.49432851,120.11296677,1,60,148,1,optical,7.8941,40.8936,8.0,4.7031,82.5099,0.418403,single,1,120
train_001009,Train-Target-001009,48.64592877,-125.68865983,1,27,140,1,optical,9.9583,41.2311,8.0,8.1939,28.7398,0.268971,single,1,120
train_001024,Train-Target-001024,-8.64159047,-60.40604630,3,9,167,1,optical,3.5172,60.9627,8.0,7.0040,82.3379,0.336234,single,1,120
train_002540,Train-Target-002540,-59.97117816,-75.31869695,6,65,194,1,optical,5.5103,49.9348,8.0,4.6086,51.0280,0.245403,simultaneous,2,120
train_001382,Train-Target-001382,32.43948980,-102.89312106,8,126,227,1,infrared,31.6306,122.8295,-90.0,5.2662,29.5953,0.294425,single,1,120
train_000245,Train-Target-000245,-10.70923483,-12.09477046,6,83,221,1,optical,9.1970,44.4811,8.0,5.9533,74.9669,0.313555,single,1,120
train_000737,Train-Target-000737,83.81765979,-27.16606175,4,16,122,1,sar,11.1359,52.0266,-90.0,4.8628,34.7544,0.425832,single,1,120
train_002704,Train-Target-002704,53.59639894,-115.59485697,6,65,185,1,sar,8.2250,57.8097,-90.0,5.1725,36.5754,0.299271,single,1,120
train_001720,Train-Target-001720,16.83750514,-126.08309095,5,77,226,1,infrared,26.2052,140.5578,-90.0,6.4018,69.1569,0.403266,single,1,120
train_001722,Train-Target-001722,1.95462854,82.10198616,3,42,193,1,optical,3.9509,41.0373,8.0,6.5432,55.1426,0.280137,simultaneous,2,120
train_002771,Train-Target-002771,4.12114722,74.11301540,1,58,160,1,optical,2.5625,42.2336,8.0,8.0393,43.8488,0.346133,sequential,2,120
train_000601,Train-Target-000601,67.65465956,34.07998529,7,86,176,1,optical,8.6417,15.6269,8.0,6.1353,68.2575,0.255633,single,1,120
train_001621,Train-Target-001621,-38.78769074,103.36835165,3,29,107,1,sar,21.5927,25.9163,-90.0,5.1293,69.3714,0.207766,single,1,120
train_000588,Train-Target-000588,13.22125387,-56.96829194,1,31,176,1,optical,9.4932,26.6984,8.0,4.8557,40.4466,0.322733,single,1,120
train_002213,Train-Target-002213,47.73638014,-3.26993522,3,65,166,1,sar,12.4730,56.2034,-90.0,7.9567,24.8543,0.265351,single,1,120
train_000352,Train-Target-000352,-26.55327700,-8.07874556,4,100,207,1,optical,8.6478,14.3301,8.0,8.0808,76.4248,0.288911,sequential,2,120
train_001402,Train-Target-001402,-57.64543328,-10.97129687,7,13,111,1,optical,4.9399,28.4455,8.0,4.7156,85.5634,0.413056,simultaneous,2,120
train_002928,Train-Target-002928,-2.98964128,-66.81482565,3,29,172,1,optical,3.1237,31.7230,8.0,7.9243,55.0876,0.449064,sequential,2,120
train_001803,Train-Target-001803,-64.13876147,-78.98461412,9,96,168,1,optical,5.8656,58.4573,8.0,4.6108,38.3938,0.263127,sequential,2,120
train_001482,Train-Target-001482,48.11703742,-7.68044956,9,46,155,1,optical,3.5249,31.0627,8.0,8.3274,76.0563,0.426578,single,1,120
train_001751,Train-Target-001751,-28.99860613,174.46764437,7,3,123,1,optical,2.4293,63.5225,8.0,6.8416,43.5007,0.204067,single,1,120
train_002318,Train-Target-002318,43.80596741,-97.13553550,9,89,130,1,sar,11.1277,41.8096,-90.0,7.2941,28.3987,0.200449,single,1,120
train_002316,Train-Target-002316,-29.20786681,115.75846694,10,31,121,1,optical,5.7826,60.7662,8.0,6.8993,89.7533,0.216141,sequential,2,120
train_002089,Train-Target-002089,27.35821866,81.06045826,2,24,174,1,sar,14.0268,98.9593,-90.0,7.5690,29.5203,0.284427,sequential,2,120
train_001358,Train-Target-001358,43.78068095,-18.17151216,8,123,215,1,optical,8.5870,39.8663,8.0,6.0936,54.4510,0.301638,sequential,2,120
train_002446,Train-Target-002446,-42.49819094,116.73806741,5,44,148,1,optical,9.6715,10.1445,8.0,4.7739,79.4264,0.350661,single,1,120
train_001736,Train-Target-001736,-17.07785295,54.39229775,2,57,191,1,sar,19.2131,82.7266,-90.0,7.9181,36.1458,0.403694,sequential,2,120
train_001515,Train-Target-001515,-10.41152641,-124.51655495,5,75,159,1,optical,8.3624,20.2301,8.0,4.9356,28.5461,0.217524,simultaneous,2,120
train_003052,Train-Target-003052,27.39285172,100.80379877,1,15,153,1,sar,17.7141,103.6618,-90.0,7.5099,74.7072,0.421550,single,1,120
train_002537,Train-Target-002537,15.72119617,177.84323153,4,45,130,1,sar,19.7172,104.0277,-90.0,4.9078,35.7617,0.269802,single,1,120
train_001933,Train-Target-001933,10.94427154,-88.30299881,1,52,150,1,optical,9.5217,22.0709,8.0,6.5076,26.3908,0.247904,sequential,2,120
train_000957,Train-Target-000957,23.14727505,-123.62648852,3,79,139,1,optical,6.6838,58.3382,8.0,6.8461,72.1130,0.365489,single,1,120
train_001771,Train-Target-001771,-19.01901084,102.55725902,8,15,149,1,optical,9.6113,59.8515,8.0,7.1425,67.5370,0.380863,sequential,2,120
train_001337,Train-Target-001337,-16.19097588,133.20381168,3,128,211,1,optical,8.3972,37.5609,8.0,8.2670,21.6388,0.406053,single,1,120
train_000821,Train-Target-000821,41.92040431,-123.24272999,10,35,89,1,infrared,39.4169,47.1119,-90.0,4.6139,54.2186,0.271295,single,1,120
train_001441,Train-Target-001441,-43.52315142,-74.76076701,6,45,144,1,infrared,32.7130,95.6956,-90.0,7.8360,37.7775,0.405662,single,1,120
train_000897,Train-Target-000897,-24.85077851,73.15859514,9,44,166,1,sar,16.1836,42.5701,-90.0,5.2171,48.3471,0.186960,single,1,120
train_001168,Train-Target-001168,-75.95489610,61.53641826,9,70,172,1,optical,6.2772,23.2070,8.0,5.2316,77.9269,0.420751,single,1,120
train_002560,Train-Target-002560,5.55749072,133.51162139,6,115,217,1,optical,7.2486,62.5551,8.0,6.9159,51.9306,0.375672,single,1,120
train_001894,Train-Target-001894,13.23527214,92.84177311,9,44,143,1,infrared,28.6577,108.6845,-90.0,7.3186,77.7791,0.429291,single,1,120
train_000930,Train-Target-000930,-4.39082789,-72.13087851,4,156,206,1,sar,19.7543,29.7402,-90.0,5.0831,53.7303,0.221134,single,1,120
train_001538,Train-Target-001538,-48.40622411,-133.00832270,3,5,131,1,sar,14.3228,33.2301,-90.0,4.7284,36.5307,0.230401,single,1,120
train_000892,Train-Target-000892,-18.71589052,-31.24963185,2,108,158,1,optical,8.4745,29.8401,8.0,7.6475,37.0591,0.401708,single,1,120
train_000195,Train-Target-000195,-40.51525955,-142.44567342,9,54,136,1,optical,4.5864,18.4614,8.0,8.2216,88.6152,0.302129,single,1,120
train_002699,Train-Target-002699,-49.21032573,-42.71921946,7,92,210,1,optical,4.1676,52.0455,8.0,6.6597,80.1310,0.274032,single,1,120
train_002879,Train-Target-002879,-17.87505646,49.89036439,10,5,82,1,optical,6.8924,42.4135,8.0,6.3298,52.4785,0.218991,single,1,120
train_001871,Train-Target-001871,-2.48899461,-9.75781048,4,33,145,1,sar,11.4985,88.4570,-90.0,7.9742,42.8750,0.373354,single,1,120
train_001739,Train-Target-001739,3.26287877,100.24108213,8,26,152,1,optical,5.4644,56.4250,8.0,6.0628,28.3816,0.247809,single,1,120
train_002041,Train-Target-002041,53.42581655,143.58907320,3,80,185,1,optical,8.5183,36.5885,8.0,7.7647,50.7994,0.312950,single,1,120
train_001856,Train-Target-001856,81.84417739,138.82342307,1,52,206,1,sar,9.1817,63.8936,-90.0,8.3718,52.8099,0.279247,single,1,120
train_002108,Train-Target-002108,-80.25408477,-141.70164370,3,150,231,1,optical,9.8701,59.2047,8.0,7.4100,47.4347,0.328004,simultaneous,2,120
train_002341,Train-Target-002341,11.91246575,47.24991251,1,42,175,1,sar,19.2577,100.2400,-90.0,8.3099,38.5973,0.232671,sequential,2,120
train_000234,Train-Target-000234,-17.37218139,-146.99144770,9,19,117,1,sar,21.3122,43.0394,-90.0,5.5504,62.4481,0.411955,sequential,2,120
train_001110,Train-Target-001110,-2.94172394,-94.13001599,4,37,78,1,infrared,21.1213,53.8438,-90.0,7.9908,20.8543,0.350984,sequential,2,120
train_000082,Train-Target-000082,-4.89553055,75.04983330,1,101,168,1,optical,8.5766,51.7120,8.0,7.2943,38.5171,0.444294,single,1,120
train_001840,Train-Target-001840,-43.70222226,-114.81576256,2,128,185,1,sar,17.0996,37.9946,-90.0,4.7625,30.5015,0.358753,simultaneous,2,120
train_002705,Train-Target-002705,16.94129883,30.15198467,6,4,158,1,sar,9.6158,84.1127,-90.0,8.1891,25.6110,0.435722,single,1,120
train_001601,Train-Target-001601,-12.36329709,-114.15711948,8,28,183,1,optical,3.3554,24.3750,8.0,8.3310,59.1372,0.315079,single,1,120
train_001511,Train-Target-001511,49.01027385,133.34164272,2,118,181,1,optical,9.9697,35.8063,8.0,6.1838,65.7510,0.427750,simultaneous,2,120
train_000587,Train-Target-000587,23.51584493,172.38144669,6,60,130,1,sar,9.0804,79.5428,-90.0,6.9443,32.1921,0.196743,single,1,120
train_001948,Train-Target-001948,-36.18508849,-161.01305651,3,20,77,1,infrared,38.2954,66.3033,-90.0,7.1303,80.5864,0.382225,single,1,120
train_001788,Train-Target-001788,8.37509243,-91.90234922,8,66,132,1,optical,9.9204,14.5944,8.0,5.2304,75.6807,0.415793,sequential,2,120
train_000300,Train-Target-000300,35.34882433,-111.05220932,4,53,184,1,infrared,39.1656,131.7544,-90.0,5.9192,69.6468,0.304561,single,1,120
train_002071,Train-Target-002071,7.86581379,69.13647414,4,34,164,1,optical,7.1136,10.1008,8.0,6.0136,57.0464,0.211925,sequential,2,120
train_000681,Train-Target-000681,-34.64235177,-37.93129862,10,17,171,1,sar,19.5638,94.4788,-90.0,6.2849,77.8627,0.247429,single,1,120
train_000162,Train-Target-000162,-17.05854386,-137.15292445,5,165,216,1,optical,4.9729,20.6472,8.0,6.9140,28.9554,0.362639,single,1,120
train_002553,Train-Target-002553,11.12677302,-41.05180489,3,87,192,1,optical,2.8717,19.5333,8.0,7.3183,87.1380,0.323824,single,1,120
train_001703,Train-Target-001703,-14.39874371,-1.21388345,6,19,154,1,sar,20.2369,32.8475,-90.0,7.7675,23.9951,0.290544,single,1,120
train_002238,Train-Target-002238,50.05596533,117.65430455,6,49,140,1,optical,4.4625,51.1030,8.0,6.6277,63.9248,0.181946,sequential,2,120
train_001495,Train-Target-001495,30.79036458,-146.06696607,6,10,58,1,sar,13.1965,82.9830,-90.0,8.3786,41.2278,0.191826,single,1,120
train_002512,Train-Target-002512,27.69946779,125.17767362,10,57,170,1,sar,17.2218,103.2223,-90.0,5.9571,45.4509,0.238434,single,1,120
train_002923,Train-Target-002923,21.66631145,-144.04353495,9,73,222,1,optical,4.7980,39.8939,8.0,7.7173,29.1708,0.397534,single,1,120
train_001746,Train-Target-001746,13.57146977,150.74802033,7,73,182,1,sar,14.8332,70.3611,-90.0,5.1985,70.5005,0.297124,single,1,120
train_002104,Train-Target-002104,1.09503541,-103.71747274,4,0,63,1,optical,7.1044,56.9209,8.0,5.2189,82.5449,0.401403,single,1,120
train_001202,Train-Target-001202,69.99742031,-94.63492976,2,81,134,1,optical,4.3752,53.1301,8.0,6.9230,85.1825,0.235300,single,1,120
train_001795,Train-Target-001795,2.42899460,126.96810826,7,163,203,1,optical,5.5905,32.1455,8.0,4.5273,49.5198,0.255704,single,1,120
train_002900,Train-Target-002900,-7.04698677,-163.06473969,10,73,127,1,sar,8.6495,30.9222,-90.0,7.7378,34.6567,0.406097,single,1,120
train_000307,Train-Target-000307,1.48999280,-7.64584350,9,27,183,1,infrared,36.4558,107.5302,-90.0,6.6764,63.2770,0.433080,single,1,120
train_002244,Train-Target-002244,-28.13272035,-164.14528774,10,15,88,1,optical,2.1891,26.7791,8.0,8.2532,40.3125,0.247555,single,1,120
train_001747,Train-Target-001747,-29.39867876,-28.17206420,5,33,172,1,sar,19.3271,41.6808,-90.0,7.2165,59.9349,0.347503,single,1,120
train_001907,Train-Target-001907,-34.02923660,16.32497107,10,68,177,1,optical,5.5537,61.5631,8.0,4.6891,74.1643,0.345392,sequential,2,120
train_001762,Train-Target-001762,-59.62385126,-45.56622513,7,8,126,1,optical,9.7179,13.2751,8.0,5.6311,48.8097,0.238524,simultaneous,2,120
train_002222,Train-Target-002222,-57.40106668,-42.45288222,7,79,124,1,optical,9.3690,28.8268,8.0,5.8992,72.2628,0.396272,simultaneous,2,120
train_001319,Train-Target-001319,56.72614149,-47.30413055,9,55,176,1,sar,14.3553,48.0891,-90.0,4.5315,43.5755,0.255862,single,1,120
train_000524,Train-Target-000524,-7.79492300,176.58843279,3,73,171,1,sar,14.0737,55.1454,-90.0,7.5143,87.6244,0.390612,single,1,120
train_001558,Train-Target-001558,11.02793334,-149.64907842,9,65,218,1,optical,3.0265,27.6442,8.0,5.4091,78.2095,0.294061,single,1,120
train_000496,Train-Target-000496,-21.79931919,127.86457373,3,155,208,1,sar,17.5593,78.7828,-90.0,5.9090,61.8500,0.402406,simultaneous,2,120
train_001774,Train-Target-001774,58.03629715,-36.05631753,5,23,96,1,sar,16.6485,107.6413,-90.0,7.3859,80.8294,0.355761,simultaneous,2,120
train_000929,Train-Target-000929,-74.32338415,1.41432404,8,61,137,1,optical,9.0241,11.4565,8.0,8.3606,31.1367,0.397621,single,1,120
train_001617,Train-Target-001617,-1.62078432,-36.29391551,6,177,234,1,optical,6.0003,32.5377,8.0,4.6794,47.0053,0.316708,simultaneous,2,120
train_001749,Train-Target-001749,-14.59344546,-158.38613462,10,114,166,1,optical,3.1876,27.6898,8.0,5.4254,41.5153,0.233174,single,1,120
train_002025,Train-Target-002025,-19.50266260,-68.41546058,1,1,145,1,optical,5.0718,14.0063,8.0,5.0465,77.6897,0.238202,single,1,120
train_000946,Train-Target-000946,-52.26846570,-2.17752306,10,40,84,1,infrared,32.2395,127.3066,-90.0,8.0108,43.2497,0.193866,single,1,120
train_001081,Train-Target-001081,43.59345174,33.21440682,4,72,231,1,optical,8.0716,18.0262,8.0,6.4122,84.2514,0.446952,single,1,120
train_002233,Train-Target-002233,-33.04988886,-94.52491149,2,85,223,1,optical,5.5158,11.8692,8.0,5.1953,71.7894,0.260591,single,1,120
train_001657,Train-Target-001657,-58.18917625,120.07691853,10,124,197,1,infrared,29.4203,116.8456,-90.0,6.3075,66.2779,0.431278,single,1,120
train_000624,Train-Target-000624,-16.43883504,-168.53447709,3,40,94,1,sar,10.2441,26.8961,-90.0,4.8850,61.8355,0.423762,single,1,120
train_001608,Train-Target-001608,-56.51197813,-104.09982560,3,49,139,1,optical,6.4665,10.3508,8.0,7.4193,58.6991,0.184691,sequential,2,120
train_000702,Train-Target-000702,-23.68180156,131.59369489,3,39,178,1,sar,14.1263,92.1356,-90.0,6.9556,69.3834,0.438523,single,1,120
train_000625,Train-Target-000625,11.07054893,123.41361029,1,156,203,1,optical,5.9632,56.6899,8.0,5.4827,26.1928,0.424804,single,1,120
train_000622,Train-Target-000622,22.95033098,-156.84958533,10,117,234,1,sar,15.2950,81.5382,-90.0,5.3795,38.4348,0.266867,single,1,120
train_000305,Train-Target-000305,27.41450445,88.58036635,7,100,239,1,sar,11.1675,52.7501,-90.0,7.3915,63.8294,0.271629,sequential,2,120
train_002335,Train-Target-002335,27.22824256,-148.39772909,5,87,165,1,infrared,31.2495,68.8620,-90.0,6.9591,22.9379,0.362819,single,1,120
