target_id,target_name,target_type,latitude_deg,longitude_deg,priority,release_step,deadline_step,duration,required_mode,required_resolution_m,required_swath_km,min_sun_elevation_deg,energy_cost,original_data_mb,compression_ratio,cooperation_mode,required_observers,max_coordination_gap_steps,observation_duration_seconds,area_width_km,area_height_km,area_orientation_deg,coverage_threshold
train_002787,Train-Target-002787,area,30.75382572,-133.83433081,4,0,121,1,optical,8.1194,53.3320,8.0,5.4502,26.6899,0.285280,auto,0,120,20.0,68.5447,64.7737,199.0709,0.95
train_002061,Train-Target-002061,area,28.37562977,143.48633805,10,94,234,1,optical,8.3257,59.3406,8.0,6.4181,62.1163,0.388442,auto,0,120,20.0,40.9608,49.8111,225.6114,0.95
train_000253,Train-Target-000253,point,12.04746872,50.31886692,3,121,164,1,sar,8.8471,79.3345,-90.0,7.2995,72.4143,0.230331,single,1,120,5.0,,,,
train_000579,Train-Target-000579,area,60.74262131,-66.13832204,10,28,136,1,optical,6.6421,63.5222,8.0,5.2687,25.8187,0.183189,auto,0,120,20.0,112.0540,54.4484,353.1333,0.95
train_001832,Train-Target-001832,area,-48.89127760,168.35992480,8,124,197,1,optical,2.8517,41.7439,8.0,8.3610,40.1101,0.356113,auto,0,120,20.0,91.0223,83.4455,148.8493,0.95
train_002254,Train-Target-002254,area,9.35881330,110.32561275,4,58,194,1,optical,3.5327,17.3877,8.0,5.0673,80.0795,0.429863,auto,0,120,20.0,187.7204,258.0841,20.9552,0.95
train_001999,Train-Target-001999,point,-25.12009281,29.69138011,5,26,177,1,optical,3.0947,14.5112,8.0,4.8979,48.0329,0.328841,single,1,120,5.0,,,,
train_001820,Train-Target-001820,area,-70.27905832,75.66988343,8,15,156,1,infrared,24.6603,99.4980,-90.0,7.4193,74.9822,0.193132,auto,0,120,20.0,83.0684,77.6566,278.0907,0.95
train_000663,Train-Target-000663,point,-51.67542114,-158.22304833,10,111,238,1,optical,8.7429,16.9129,8.0,6.8784,40.2116,0.248829,single,1,120,5.0,,,,
train_002051,Train-Target-002051,area,-18.69491981,18.62589623,10,150,201,1,infrared,30.0309,67.6746,-90.0,6.4885,45.4704,0.402042,auto,0,120,20.0,68.0375,56.8013,350.0034,0.95
train_002748,Train-Target-002748,area,-60.20497435,17.70807242,4,57,136,1,optical,3.1856,56.7572,8.0,8.1129,26.0832,0.398090,auto,0,120,20.0,88.8494,101.5532,101.5499,0.95
train_001117,Train-Target-001117,point,31.24532082,116.88797730,10,157,221,1,optical,5.4878,11.8508,8.0,7.1680,74.5468,0.363847,single,1,120,5.0,,,,
train_000895,Train-Target-000895,area,4.55262516,-165.78600652,5,111,225,1,optical,4.3928,46.5378,8.0,4.9133,72.9779,0.423215,auto,0,120,20.0,104.5047,89.4405,290.1881,0.95
train_002709,Train-Target-002709,area,64.07804367,-62.77111648,10,35,99,1,optical,8.5771,40.0101,8.0,7.5746,48.9288,0.339611,auto,0,120,20.0,111.1646,81.9051,232.4751,0.95
train_000554,Train-Target-000554,area,-39.37860010,40.41020131,6,118,168,1,optical,9.9016,37.5071,8.0,5.3632,38.1447,0.354750,auto,0,120,20.0,34.2101,26.8212,144.5292,0.95
train_001601,Train-Target-001601,area,-68.07412301,8.43067571,3,16,130,1,optical,5.7913,47.1599,8.0,5.4992,47.9004,0.279069,auto,0,120,20.0,137.0769,51.2915,21.1146,0.95
train_000309,Train-Target-000309,area,61.81006225,-115.99421243,2,2,119,1,sar,21.7642,60.8510,-90.0,7.5878,22.3672,0.410360,auto,0,120,20.0,102.8729,136.6270,63.1040,0.95
train_001325,Train-Target-001325,area,22.89585673,-91.39363091,2,164,235,1,optical,4.8225,35.9830,8.0,5.8958,48.2848,0.393374,auto,0,120,20.0,115.3275,62.4387,204.9413,0.95
train_002559,Train-Target-002559,point,73.20457119,153.84465213,3,98,152,1,optical,6.8950,10.3027,8.0,7.5930,72.7853,0.267552,single,1,120,5.0,,,,
train_001154,Train-Target-001154,area,28.81393777,0.24182960,2,57,165,1,sar,10.5374,62.2321,-90.0,6.3044,52.0549,0.309227,auto,0,120,20.0,33.0643,45.9900,321.8028,0.95
train_003007,Train-Target-003007,area,38.74114168,138.83169507,10,114,172,1,optical,6.4304,63.1609,8.0,4.7443,76.9349,0.410228,auto,0,120,20.0,86.4139,102.8971,175.0384,0.95
train_002635,Train-Target-002635,point,-18.94568943,162.43320054,8,36,108,1,optical,2.8714,28.5182,8.0,7.4740,76.3367,0.409881,sequential,2,120,5.0,,,,
train_002037,Train-Target-002037,area,-3.77854718,-61.13068622,9,108,197,1,sar,8.2431,99.0021,-90.0,6.0578,47.5202,0.346959,auto,0,120,20.0,119.0163,82.6715,13.8509,0.95
train_002314,Train-Target-002314,area,-35.37762438,-164.37759266,1,111,239,1,sar,12.2827,61.5963,-90.0,6.7745,48.5091,0.416518,auto,0,120,20.0,91.4298,50.9592,345.9117,0.95
train_000111,Train-Target-000111,area,2.08879343,133.72392390,4,50,146,1,optical,5.1358,47.3163,8.0,6.7235,57.6655,0.288602,auto,0,120,20.0,76.6731,102.3865,159.1378,0.95
train_002594,Train-Target-002594,area,-10.45496815,-57.57154690,8,113,218,1,optical,5.9866,50.2667,8.0,8.2265,75.8947,0.279557,auto,0,120,20.0,157.1025,299.0554,231.5657,0.95
train_001170,Train-Target-001170,point,-15.38030585,-58.94704623,10,65,115,1,sar,19.6596,51.0252,-90.0,5.5841,69.8671,0.327553,single,1,120,5.0,,,,
train_000949,Train-Target-000949,point,-40.98362202,0.76836902,7,107,233,1,optical,5.3387,58.5047,8.0,8.3163,79.5044,0.347543,single,1,120,5.0,,,,
train_001481,Train-Target-001481,area,-25.91690238,164.51958395,8,5,124,1,sar,9.6115,97.6085,-90.0,6.2046,51.9712,0.394998,auto,0,120,20.0,54.9270,98.2472,57.4281,0.95
train_002358,Train-Target-002358,area,32.52216052,76.79196683,5,44,104,1,optical,9.8550,14.3928,8.0,7.8976,89.8316,0.280688,auto,0,120,20.0,112.7169,79.9593,304.6552,0.95
train_001387,Train-Target-001387,point,9.40726774,178.49382567,8,38,173,1,optical,7.5974,14.7570,8.0,6.8451,60.7256,0.386426,sequential,2,120,5.0,,,,
train_000091,Train-Target-000091,area,-76.30456094,68.76389515,4,20,137,1,sar,14.4277,81.1559,-90.0,4.9726,83.4641,0.272205,auto,0,120,20.0,131.3585,129.8404,118.6869,0.95
train_002513,Train-Target-002513,area,43.28891764,-128.49535971,7,77,165,1,sar,21.8721,26.8019,-90.0,5.5533,26.5558,0.284163,auto,0,120,20.0,147.5274,235.9883,134.7766,0.95
train_002948,Train-Target-002948,area,-72.94184438,115.94331094,2,63,186,1,sar,14.6172,105.2137,-90.0,7.8188,32.3184,0.260485,auto,0,120,20.0,61.6336,112.7194,324.0231,0.95
train_000777,Train-Target-000777,area,-0.35291943,-162.49561021,4,128,206,1,infrared,26.9865,113.3891,-90.0,5.2578,34.4692,0.275148,auto,0,120,20.0,85.9292,83.2230,162.0784,0.95
train_001112,Train-Target-001112,point,-7.62049904,-155.77049498,6,62,161,1,sar,12.4868,43.6349,-90.0,7.8372,48.0172,0.279346,single,1,120,5.0,,,,
train_000610,Train-Target-000610,point,2.98842540,-175.25832865,10,10,106,1,optical,4.5132,49.2481,8.0,5.7933,69.1871,0.275882,single,1,120,5.0,,,,
train_002848,Train-Target-002848,area,-45.79388549,36.40532893,3,28,86,1,optical,2.2721,35.1074,8.0,5.6358,74.1241,0.419872,auto,0,120,20.0,14.1903,43.2615,28.7587,0.95
train_002225,Train-Target-002225,area,-3.79429270,-161.74480995,8,151,238,1,sar,9.9533,36.4646,-90.0,7.4439,45.4055,0.301407,auto,0,120,20.0,111.0246,78.3259,152.7037,0.95
train_000894,Train-Target-000894,point,-35.00926585,170.49890071,8,35,188,1,optical,5.8196,46.6484,8.0,5.5628,36.2356,0.231026,single,1,120,5.0,,,,
train_001735,Train-Target-001735,point,49.23254268,-75.45331503,2,10,152,1,optical,5.4658,16.0329,8.0,8.0569,24.9061,0.211631,single,1,120,5.0,,,,
train_001883,Train-Target-001883,area,-5.70865698,-147.00025757,5,38,180,1,optical,9.3659,46.7174,8.0,7.2455,23.9123,0.307295,auto,0,120,20.0,92.4117,123.0679,229.6180,0.95
train_000518,Train-Target-000518,area,-64.10951513,-144.51393054,7,70,187,1,optical,6.9754,28.6225,8.0,6.7149,36.3696,0.320959,auto,0,120,20.0,43.6485,17.7091,99.1132,0.95
train_000796,Train-Target-000796,point,-26.42331014,-16.54465612,4,72,139,1,optical,3.6635,57.2130,8.0,7.9331,76.9919,0.225963,single,1,120,5.0,,,,
train_000191,Train-Target-000191,area,44.72541411,-93.76265616,10,22,176,1,optical,8.5610,15.2675,8.0,6.4515,22.0885,0.264425,auto,0,120,20.0,13.4469,23.2093,188.6556,0.95
train_002134,Train-Target-002134,area,-58.29313399,104.16086319,2,73,183,1,sar,15.8522,66.7313,-90.0,8.1788,42.6140,0.258654,auto,0,120,20.0,23.1559,49.4388,257.6384,0.95
train_002162,Train-Target-002162,area,9.22378143,159.20208010,1,95,195,1,sar,9.4952,31.6255,-90.0,5.3808,35.6931,0.434360,auto,0,120,20.0,248.7868,290.4348,68.7123,0.95
train_000512,Train-Target-000512,area,-11.67919335,157.95675013,1,136,229,1,sar,21.1168,73.5521,-90.0,4.6512,83.7394,0.199255,auto,0,120,20.0,131.2884,107.0027,8.4297,0.95
train_001634,Train-Target-001634,area,-23.77473741,59.31743257,10,16,112,1,optical,9.3511,64.9539,8.0,7.3088,64.7522,0.191187,auto,0,120,20.0,43.8380,26.5656,197.2030,0.95
train_002692,Train-Target-002692,area,-48.59539758,-123.53513254,1,25,136,1,optical,4.0701,46.0382,8.0,7.3322,35.6581,0.220818,auto,0,120,20.0,15.3318,17.8304,343.3237,0.95
train_002893,Train-Target-002893,area,78.29773126,-88.82956251,10,91,202,1,optical,8.0881,39.2229,8.0,6.1824,30.0250,0.371671,auto,0,120,20.0,46.1702,46.3306,253.1033,0.95
train_002710,Train-Target-002710,area,-7.19371517,101.20570588,2,50,104,1,sar,19.4154,67.4133,-90.0,5.7545,70.4072,0.326094,auto,0,120,20.0,103.8120,107.6054,203.5909,0.95
train_002821,Train-Target-002821,area,-33.60564808,-62.49343450,4,153,214,1,optical,5.0531,60.8258,8.0,6.8570,21.4677,0.305091,auto,0,120,20.0,60.4844,131.4240,6.8721,0.95
train_000080,Train-Target-000080,point,58.62040483,-30.60264099,9,148,207,1,sar,13.6532,53.0493,-90.0,6.6326,47.8739,0.192419,single,1,120,5.0,,,,
train_000249,Train-Target-000249,point,-18.17466837,147.66259683,3,125,175,1,sar,17.8620,93.8636,-90.0,7.3622,32.7280,0.290946,single,1,120,5.0,,,,
train_000283,Train-Target-000283,area,-46.98277915,99.15893802,6,112,156,1,optical,9.3301,18.1952,8.0,6.1875,62.6952,0.326579,auto,0,120,20.0,126.9471,120.1227,216.7167,0.95
train_001351,Train-Target-001351,area,61.62008527,-164.61274573,7,125,235,1,infrared,18.9112,123.2067,-90.0,6.8058,74.8950,0.268134,auto,0,120,20.0,294.9172,262.3481,356.6512,0.95
train_000825,Train-Target-000825,area,17.25047402,68.96685557,9,131,188,1,optical,3.1298,22.9805,8.0,6.6113,65.4797,0.252525,auto,0,120,20.0,51.1287,135.4429,298.2049,0.95
train_002272,Train-Target-002272,point,74.62196621,83.44030726,4,96,225,1,sar,19.7224,57.6020,-90.0,5.6505,56.5143,0.288686,single,1,120,5.0,,,,
train_002493,Train-Target-002493,area,-38.15407715,-139.96600689,9,127,172,1,optical,6.9803,41.6545,8.0,5.4966,51.4168,0.387637,auto,0,120,20.0,38.2668,44.5028,248.7162,0.95
train_002613,Train-Target-002613,area,-79.75210962,125.22458025,7,38,196,1,optical,4.2712,32.5166,8.0,6.3501,81.3518,0.446937,auto,0,120,20.0,28.4838,15.7154,241.9498,0.95
train_001655,Train-Target-001655,area,-38.56255242,174.16481933,10,45,104,1,optical,6.5044,20.8468,8.0,6.6007,26.9343,0.413358,auto,0,120,20.0,71.5367,104.9273,120.3154,0.95
train_001039,Train-Target-001039,area,22.96929928,124.91846530,10,124,194,1,optical,9.9289,51.3722,8.0,6.0420,61.2981,0.235314,auto,0,120,20.0,34.4681,28.3492,211.7247,0.95
train_001975,Train-Target-001975,point,7.15372094,163.15312516,3,10,105,1,optical,9.2367,49.8317,8.0,4.6130,49.0836,0.240581,single,1,120,5.0,,,,
train_001849,Train-Target-001849,area,-12.78794812,167.57101593,1,53,190,1,infrared,25.8683,95.3443,-90.0,5.7482,80.5095,0.263459,auto,0,120,20.0,126.7845,51.8275,149.4034,0.95
train_003029,Train-Target-003029,area,-44.03357497,124.63586737,9,77,233,1,optical,3.2393,58.6891,8.0,5.6226,40.6137,0.311932,auto,0,120,20.0,117.1990,75.6151,305.6190,0.95
train_001437,Train-Target-001437,area,-27.30146903,20.68801278,7,45,185,1,infrared,33.0484,141.4661,-90.0,8.1197,52.1724,0.388575,auto,0,120,20.0,24.3310,48.0709,111.0232,0.95
train_001311,Train-Target-001311,area,-35.60837060,-178.24187012,5,74,160,1,infrared,35.0635,143.4085,-90.0,5.9600,27.2473,0.297480,auto,0,120,20.0,127.0338,75.7499,342.1194,0.95
train_001119,Train-Target-001119,area,-15.13423703,78.08894211,4,158,203,1,infrared,38.7589,66.4592,-90.0,4.6602,77.0320,0.292123,auto,0,120,20.0,285.6865,165.2388,239.7849,0.95
train_000591,Train-Target-000591,area,51.85240326,-163.20388307,10,105,196,1,optical,2.1510,51.8777,8.0,6.9777,47.7468,0.247862,auto,0,120,20.0,43.4139,47.7869,291.4109,0.95
train_001654,Train-Target-001654,area,-66.97417144,-91.72536859,10,66,128,1,optical,3.8755,28.4043,8.0,6.9051,80.7528,0.362183,auto,0,120,20.0,25.0593,28.7307,296.5109,0.95
train_001556,Train-Target-001556,area,-2.49532344,34.69382705,10,36,150,1,optical,5.9774,25.6915,8.0,7.5780,72.8014,0.423605,auto,0,120,20.0,35.3975,20.5252,169.6175,0.95
train_001533,Train-Target-001533,point,-6.91388652,133.75546199,4,39,145,1,optical,2.1758,45.3850,8.0,6.2463,32.3806,0.271396,single,1,120,5.0,,,,
train_002155,Train-Target-002155,point,-39.35324705,-97.04236908,5,32,74,1,optical,6.8595,10.9723,8.0,4.7627,89.6457,0.329707,single,1,120,5.0,,,,
train_002846,Train-Target-002846,area,7.75486730,-11.33370748,6,99,144,1,optical,2.7407,52.9541,8.0,6.7775,57.5520,0.256007,auto,0,120,20.0,179.8678,226.8240,18.0932,0.95
train_000337,Train-Target-000337,area,-79.52858368,165.98152996,10,6,163,1,optical,7.4115,13.3290,8.0,6.0863,85.4457,0.284790,auto,0,120,20.0,33.2685,36.4407,314.1360,0.95
train_002547,Train-Target-002547,area,9.25188449,-72.93620014,2,49,92,1,infrared,28.7116,125.9969,-90.0,7.7679,31.9178,0.235454,auto,0,120,20.0,149.0141,150.7398,341.0135,0.95
train_002349,Train-Target-002349,area,-19.07053660,157.54760551,2,33,134,1,optical,2.5122,58.6466,8.0,6.3393,82.2002,0.312572,auto,0,120,20.0,284.5132,178.9879,284.8937,0.95
train_002575,Train-Target-002575,area,43.99065936,0.81068549,1,76,124,1,optical,2.8009,37.3339,8.0,5.4927,70.3733,0.206214,auto,0,120,20.0,65.7485,60.9706,87.8649,0.95
train_001728,Train-Target-001728,area,-34.60739481,28.10889802,8,21,157,1,optical,2.3631,39.1632,8.0,5.2529,57.1433,0.396771,auto,0,120,20.0,48.3218,39.7005,302.5723,0.95
train_002192,Train-Target-002192,area,-71.02447830,-7.04970512,3,29,150,1,sar,12.4577,45.5455,-90.0,6.0801,39.7706,0.282679,auto,0,120,20.0,276.9555,147.6810,250.7991,0.95
train_001099,Train-Target-001099,area,-34.46237712,36.40452959,10,26,82,1,optical,9.7144,13.7684,8.0,5.3753,72.2006,0.429455,auto,0,120,20.0,239.9639,221.1948,106.4828,0.95
train_001345,Train-Target-001345,area,53.24919220,-100.35942917,8,114,229,1,optical,7.3983,56.2142,8.0,7.1325,65.1645,0.334308,auto,0,120,20.0,226.8748,291.2913,326.0941,0.95
train_001987,Train-Target-001987,point,3.57248375,-100.04480656,1,44,134,1,optical,8.5107,40.4501,8.0,6.7813,32.4712,0.436326,single,1,120,5.0,,,,
train_000874,Train-Target-000874,area,24.56259711,70.04124078,5,73,194,1,optical,6.8466,25.7850,8.0,7.6770,83.3055,0.286412,auto,0,120,20.0,250.8095,168.8682,322.0982,0.95
train_002068,Train-Target-002068,area,23.24312242,-136.20438634,5,29,169,1,optical,4.6196,53.2685,8.0,5.9542,84.0582,0.207857,auto,0,120,20.0,50.7537,125.7410,31.7296,0.95
train_000382,Train-Target-000382,area,7.58610825,104.13271773,2,111,213,1,sar,21.5449,98.6680,-90.0,6.9027,83.9469,0.247293,auto,0,120,20.0,60.6287,59.8739,69.2413,0.95
train_001898,Train-Target-001898,point,-31.17659180,-86.86449833,3,0,143,1,optical,2.0148,61.7592,8.0,4.7166,48.7675,0.234259,simultaneous,2,120,5.0,,,,
train_002209,Train-Target-002209,area,35.36814857,-167.10341517,4,129,230,1,optical,6.0356,38.5958,8.0,6.4319,37.8203,0.266545,auto,0,120,20.0,265.9866,280.8975,82.1856,0.95
train_001690,Train-Target-001690,point,1.63905876,-57.91203987,5,113,208,1,optical,4.0567,55.1984,8.0,6.9738,77.7291,0.447335,single,1,120,5.0,,,,
train_000424,Train-Target-000424,area,-76.24742095,162.45034862,9,59,197,1,infrared,38.2145,138.4092,-90.0,7.8380,82.6512,0.318224,auto,0,120,20.0,234.2080,218.2391,113.7303,0.95
train_002560,Train-Target-002560,area,23.67411510,28.03426018,7,60,214,1,sar,16.9481,33.2537,-90.0,6.9169,24.2420,0.239412,auto,0,120,20.0,197.7423,282.3561,22.6492,0.95
train_002125,Train-Target-002125,area,-11.33078904,-145.36847542,3,51,188,1,optical,9.3125,27.0126,8.0,7.1628,40.2370,0.328449,auto,0,120,20.0,17.6348,13.8702,135.2675,0.95
train_000078,Train-Target-000078,point,33.31792843,57.68909683,1,62,210,1,sar,10.2421,70.2984,-90.0,5.2753,30.7758,0.235064,single,1,120,5.0,,,,
train_002437,Train-Target-002437,area,48.70102811,16.45114287,6,26,158,1,infrared,39.9684,142.0416,-90.0,5.3200,75.4420,0.384688,auto,0,120,20.0,115.5701,57.8040,324.3662,0.95
train_001200,Train-Target-001200,point,14.43321457,141.17013919,6,114,225,1,sar,11.8596,47.4433,-90.0,7.3986,33.5623,0.378193,sequential,2,120,5.0,,,,
train_002933,Train-Target-002933,area,18.75195737,94.28491622,3,108,213,1,optical,4.2653,12.1250,8.0,5.8816,61.8852,0.436840,auto,0,120,20.0,290.7153,195.5209,341.5285,0.95
train_000982,Train-Target-000982,area,-64.03675280,6.47981731,10,94,225,1,optical,4.1343,52.1066,8.0,7.6516,23.6081,0.272975,auto,0,120,20.0,148.8485,279.7639,229.2305,0.95
train_000487,Train-Target-000487,area,46.84106358,116.24386411,5,34,182,1,sar,18.4973,54.0434,-90.0,5.4302,45.3381,0.406618,auto,0,120,20.0,228.5257,168.3108,45.5049,0.95
train_001663,Train-Target-001663,area,12.08554313,-152.53269368,4,79,215,1,optical,6.8305,38.0198,8.0,5.6179,87.8612,0.418460,auto,0,120,20.0,15.4642,47.3421,150.5641,0.95
train_001409,Train-Target-001409,area,-22.48819276,-120.88445127,5,56,140,1,optical,8.8197,64.9832,8.0,7.4801,45.5841,0.370282,auto,0,120,20.0,90.5981,117.3933,54.2774,0.95
train_002676,Train-Target-002676,point,36.21037740,84.00491507,4,161,237,1,sar,12.7710,27.6893,-90.0,4.6627,85.2372,0.273113,single,1,120,5.0,,,,
train_000494,Train-Target-000494,area,-30.39836218,-33.89968606,5,97,232,1,optical,3.6330,41.4561,8.0,6.6431,36.0953,0.277382,auto,0,120,20.0,41.4360,43.5542,153.4799,0.95
train_001562,Train-Target-001562,area,-21.87873463,32.12754124,8,80,204,1,optical,9.8933,32.7508,8.0,8.0119,40.4218,0.256409,auto,0,120,20.0,87.9828,127.7584,330.2135,0.95
train_001343,Train-Target-001343,area,-72.24175916,147.71199618,3,26,79,1,optical,4.0017,31.7588,8.0,5.6269,48.8442,0.261826,auto,0,120,20.0,293.8841,257.5482,225.6711,0.95
train_002329,Train-Target-002329,point,-2.33978115,134.69312264,9,69,128,1,optical,2.1417,48.4725,8.0,7.2485,77.5541,0.281011,single,1,120,5.0,,,,
train_000602,Train-Target-000602,area,39.87742881,16.39978440,7,63,140,1,optical,3.7740,51.8388,8.0,8.1169,29.4593,0.415727,auto,0,120,20.0,22.0428,30.7031,341.2328,0.95
train_000685,Train-Target-000685,area,15.14620320,-108.24968491,5,61,116,1,sar,9.7623,27.1501,-90.0,4.5993,20.3259,0.385651,auto,0,120,20.0,85.7884,99.7534,10.8218,0.95
train_000875,Train-Target-000875,point,-7.48183857,-8.90219684,10,76,203,1,optical,2.9948,44.0036,8.0,5.1346,78.0281,0.439727,single,1,120,5.0,,,,
train_001430,Train-Target-001430,area,-23.61366452,-137.10687142,5,110,224,1,sar,19.4480,94.0661,-90.0,7.7114,86.2683,0.444545,auto,0,120,20.0,71.6682,61.2411,28.0490,0.95
train_001333,Train-Target-001333,area,5.72352307,-89.54809769,4,3,159,1,optical,2.9266,51.4250,8.0,7.9682,73.1683,0.433411,auto,0,120,20.0,33.8483,41.1373,0.8938,0.95
train_003044,Train-Target-003044,area,-12.63618446,-133.83915278,1,73,173,1,optical,3.4309,45.9396,8.0,7.9291,65.2748,0.409313,auto,0,120,20.0,117.2692,138.5136,253.6193,0.95
train_000085,Train-Target-000085,area,42.56933609,-149.40384045,8,28,161,1,sar,14.2222,107.1332,-90.0,7.1752,41.0000,0.217376,auto,0,120,20.0,231.3142,252.9383,287.1204,0.95
train_001301,Train-Target-001301,area,-42.22162588,-28.54055090,8,22,151,1,optical,4.9504,20.0049,8.0,5.4289,31.0685,0.220912,auto,0,120,20.0,207.4244,254.7760,313.4977,0.95
train_001600,Train-Target-001600,area,-0.36750654,-118.85485328,7,57,147,1,optical,5.1230,24.7735,8.0,4.5821,50.7812,0.352582,auto,0,120,20.0,86.1991,116.7856,194.0797,0.95
train_002870,Train-Target-002870,point,38.61995808,-146.25539151,6,52,121,1,optical,2.1353,31.5726,8.0,5.5006,72.5641,0.386059,simultaneous,2,120,5.0,,,,
train_002431,Train-Target-002431,area,64.79896470,81.72206441,8,19,125,1,optical,9.4260,57.4382,8.0,6.7678,76.7329,0.371840,auto,0,120,20.0,247.3328,223.4773,26.5632,0.95
train_002425,Train-Target-002425,area,-21.40854063,163.75680404,9,56,121,1,optical,7.5308,50.2546,8.0,7.5341,77.1487,0.369848,auto,0,120,20.0,182.0004,209.8281,195.0315,0.95
train_002612,Train-Target-002612,area,4.80247821,-143.80150492,5,146,232,1,sar,14.0379,77.9880,-90.0,6.0973,40.5195,0.294972,auto,0,120,20.0,99.2856,84.1414,265.2975,0.95
train_000259,Train-Target-000259,area,-28.49192772,41.55701293,9,30,180,1,sar,9.8251,104.3427,-90.0,5.5813,21.9905,0.315537,auto,0,120,20.0,57.5469,82.7478,288.0132,0.95
train_000007,Train-Target-000007,area,-25.67194177,102.67639682,3,16,131,1,optical,7.8468,12.3402,8.0,4.7181,34.7298,0.297733,auto,0,120,20.0,87.8911,56.0121,18.3356,0.95
train_002838,Train-Target-002838,point,54.90407731,-89.50885534,1,71,197,1,sar,20.1452,85.4612,-90.0,5.8466,45.8698,0.319851,single,1,120,5.0,,,,
train_002656,Train-Target-002656,point,-48.05753234,80.78138871,4,154,234,1,optical,2.4190,40.0595,8.0,4.6938,57.4371,0.343901,sequential,2,120,5.0,,,,
train_002863,Train-Target-002863,area,11.81839569,-77.50075023,10,36,147,1,optical,4.8299,63.6959,8.0,7.6422,89.4028,0.284437,auto,0,120,20.0,25.6506,15.5734,279.6786,0.95
train_002491,Train-Target-002491,area,34.64316262,79.86162368,1,76,235,1,sar,16.3729,80.6860,-90.0,7.4929,25.5880,0.323192,auto,0,120,20.0,12.5104,29.0630,91.8448,0.95
train_001135,Train-Target-001135,point,22.68947902,-53.18910838,7,74,217,1,infrared,20.6900,50.9443,-90.0,6.0652,31.1493,0.192249,simultaneous,2,120,5.0,,,,
train_000271,Train-Target-000271,area,46.79994354,-81.03098608,5,104,162,1,sar,18.3536,56.4787,-90.0,5.8039,77.6517,0.370002,auto,0,120,20.0,19.4418,15.2817,29.9338,0.95
train_002526,Train-Target-002526,area,47.61625326,26.80368642,6,18,116,1,optical,2.4587,21.2320,8.0,8.3763,67.3192,0.415649,auto,0,120,20.0,30.6402,48.1716,182.7908,0.95
train_002183,Train-Target-002183,point,27.09125825,150.98805387,7,134,214,1,optical,2.8342,61.8600,8.0,5.4247,67.7859,0.411783,simultaneous,2,120,5.0,,,,
train_001492,Train-Target-001492,area,31.75604157,-41.67897542,5,87,168,1,optical,6.9585,49.8517,8.0,5.5262,87.3447,0.212906,auto,0,120,20.0,221.5423,299.7231,162.3966,0.95
train_000625,Train-Target-000625,point,76.91635313,113.37549517,7,50,131,1,sar,16.4775,109.1340,-90.0,4.9500,24.6061,0.398642,simultaneous,2,120,5.0,,,,
train_001134,Train-Target-001134,area,-20.33730720,145.64724311,6,147,204,1,optical,6.8751,16.1120,8.0,5.2193,27.3408,0.338622,auto,0,120,20.0,45.8699,16.7334,36.8332,0.95
train_001306,Train-Target-001306,area,-27.98056846,-61.30364454,4,168,227,1,optical,6.7418,48.7349,8.0,7.7545,63.9854,0.378567,auto,0,120,20.0,31.5463,43.1185,224.9375,0.95
train_001746,Train-Target-001746,area,15.60411949,-12.30391693,9,144,208,1,optical,8.7647,43.4320,8.0,7.9050,74.1438,0.288259,auto,0,120,20.0,187.0583,244.6556,246.8777,0.95
train_000724,Train-Target-000724,area,-24.57838315,163.01617372,10,165,223,1,optical,9.2335,32.8431,8.0,5.5154,43.5857,0.355101,auto,0,120,20.0,32.2602,25.2172,133.4844,0.95
train_001335,Train-Target-001335,point,-6.20010227,-58.68550129,9,56,162,1,sar,15.4946,45.7835,-90.0,6.8274,42.3578,0.438712,single,1,120,5.0,,,,
train_001361,Train-Target-001361,area,0.36654404,-135.62648596,6,172,233,1,optical,5.5903,32.6192,8.0,8.3215,52.3613,0.323597,auto,0,120,20.0,152.8984,260.7703,71.5386,0.95
train_001151,Train-Target-001151,point,31.02432401,56.98987556,5,102,208,1,infrared,28.6149,69.3242,-90.0,5.5389,49.4880,0.368318,sequential,2,120,5.0,,,,
train_000372,Train-Target-000372,area,-23.19494104,-59.23132153,3,39,149,1,optical,8.5176,27.1398,8.0,6.0546,65.1138,0.403805,auto,0,120,20.0,295.3320,200.7957,204.6485,0.95
train_002849,Train-Target-002849,area,40.92363895,126.06529707,6,177,223,1,sar,21.3739,88.7501,-90.0,5.0500,62.2659,0.392645,auto,0,120,20.0,261.9837,196.7199,137.0362,0.95
train_000401,Train-Target-000401,point,54.53619265,143.53629223,1,52,131,1,optical,9.4689,25.2344,8.0,5.3032,48.5406,0.286244,single,1,120,5.0,,,,
train_001201,Train-Target-001201,area,-59.92001205,130.24819553,9,62,197,1,optical,7.5497,29.8878,8.0,5.7191,30.7235,0.356297,auto,0,120,20.0,30.7292,40.5120,0.5447,0.95
train_000713,Train-Target-000713,area,2.63222514,9.19318204,2,37,81,1,optical,8.6905,14.1948,8.0,7.0647,58.4248,0.261169,auto,0,120,20.0,68.9878,138.9774,100.2964,0.95
train_000444,Train-Target-000444,point,-55.17453543,-96.63064529,3,108,225,1,sar,19.7960,64.1268,-90.0,5.7391,23.6313,0.196301,sequential,2,120,5.0,,,,
train_002712,Train-Target-002712,area,-68.85970213,-132.56798921,9,74,125,1,infrared,36.1204,93.0804,-90.0,8.3972,45.1053,0.298409,auto,0,120,20.0,78.9411,120.2950,35.9343,0.95
